brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,HP,engine_size,n_cylinders
Maserati,Quattroporte Modena Q4,2023,8603.0,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,Automatic,Blu,Tan,,,125900.0,,3.0,6.0
Audi,RS 5 4.2,2014,49098.0,Gasoline,450.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Dual Clutch,White,Black,At least 1 accident or damage reported,Yes,44900.0,450.0,4.2,8.0
Nissan,Rogue S,2022,21212.0,Gasoline,1.5L I3 12V GDI DOHC Turbo,Automatic,Gun Metallic,Charcoal,,,28906.0,,1.5,
Porsche,Panamera 4S,2010,62743.0,Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Dual Clutch,Silver,Gray,,Yes,28600.0,400.0,4.8,8.0
Bmw,M440 i xDrive,2021,24300.0,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Gray,Beige,,Yes,49999.0,382.0,3.0,6.0
Cadillac,Escalade Premium,2010,104000.0,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Automatic,Gray,–,,Yes,19500.0,403.0,6.2,8.0
Volvo,S60 T6 Momentum,2020,46250.0,Gasoline,2.0L I4 16V GDI DOHC,Automatic,White,Charcoal,At least 1 accident or damage reported,Yes,27800.0,,2.0,
Mazda,CX-9 Touring Plus,2023,1930.0,Gasoline,2.5L I4 16V GDI DOHC Turbo,Automatic,Jet Black Mica,Black,At least 1 accident or damage reported,Yes,40655.0,,2.5,
Chrysler,Pacifica Hybrid Touring L,2022,61494.0,Hybrid,3.6L V6 24V MPFI DOHC Hybrid,Automatic,Bright White Clearcoat,Black,,,35850.0,,3.6,6.0
Jeep,Wrangler Unlimited Sport,2020,24040.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Black Clearcoat,Black,,Yes,35273.0,,2.0,
Toyota,Highlander Base,2001,231581.0,Gasoline,220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Beige,Beige,,Yes,4300.0,220.0,3.0,6.0
Ford,F-150 Lariat,2019,81000.0,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,,Yes,38500.0,375.0,3.5,6.0
Ford,Bronco,1974,6217.0,,–,,Dark Gray Metallic,–,,Yes,115000.0,,,
Land,Rover Discovery Sport S R-Dynamic,2022,23568.0,Gasoline,2.0 Liter,Automatic,Firenze Red,Ebony,,,44998.0,,2.0,
Mazda,Mazda6 Touring,2020,78700.0,Gasoline,187.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,,Yes,18000.0,187.0,2.5,4.0
Kia,Optima EX,2015,109580.0,Gasoline,192.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,At least 1 accident or damage reported,Yes,11900.0,192.0,2.4,4.0
Lexus,RX 350 Base,2009,178000.0,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes,4500.0,270.0,3.5,6.0
Mitsubishi,Outlander Sport 2.4 SE,2016,131193.0,Gasoline,2.4L I4 16V MPFI DOHC,Automatic,Black,Black,,Yes,11970.0,,2.4,
Mercedes-Benz,GLS 450 Base 4MATIC,2017,106000.0,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,,Yes,25900.0,362.0,3.0,6.0
Audi,A3 2.0T Premium,2019,28211.0,Gasoline,184.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Dual Clutch,Gray,Black,At least 1 accident or damage reported,Yes,27500.0,184.0,2.0,4.0
Audi,A4 2.0T Premium,2015,91403.0,E85 Flex Fuel,2.0L I4 16V GDI DOHC Turbo Flexible Fuel,Automatic,Silver,Gray,,,14998.0,,2.0,
Mercedes-Benz,CLA-Class CLA 250,2016,88600.0,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,16800.0,208.0,2.0,4.0
Infiniti,FX50 Base,2011,84900.0,Gasoline,390.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,,,22450.0,390.0,5.0,8.0
Kia,K5 EX,2021,11154.0,Gasoline,1.6L I4 16V GDI DOHC Turbo,Automatic,Glacial White Pearl,Black,,,28998.0,,1.6,
Bmw,X5 eDrive xDrive40e,2018,45090.0,Plug-In Hybrid,313.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,30750.0,313.0,2.0,4.0
Mercedes-Benz,SLK-Class SLK230 Kompressor,2003,33272.0,Gasoline,192.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,Automatic,Red,Gray,At least 1 accident or damage reported,Yes,11900.0,192.0,2.3,4.0
Jeep,Wrangler SE,2003,71000.0,Gasoline,150.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Manual,Red,Gray,,Yes,12499.0,150.0,2.4,4.0
Kia,Telluride SX,2020,55400.0,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,Green,White,,,36500.0,291.0,3.8,6.0
Land,Rover LR4 Lux,2012,141525.0,Gasoline,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,,Yes,14490.0,375.0,5.0,8.0
Jaguar,XKR Base,2007,50000.0,Gasoline,420.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Dual Clutch,Black,Beige,At least 1 accident or damage reported,Yes,21900.0,420.0,4.2,8.0
Bmw,M4 Base,2020,29140.0,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Manual,Orange,Orange,,Yes,71995.0,425.0,3.0,6.0
Bmw,M340 i xDrive,2022,9000.0,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,White,Red,,Yes,56900.0,382.0,3.0,6.0
Mercedes-Benz,AMG GLE 53 AMG GLE 53,2021,5595.0,Hybrid,3.0 Liter Turbo,Automatic,designo Diamond White Metallic,Black,,,83598.0,,3.0,
Ram,1500 Laramie,2022,34121.0,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Granite Crystal Clearcoat Metallic,Black,,,48190.0,,5.7,8.0
Bmw,ALPINA B7 Base,2013,36750.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,,Yes,35999.0,445.0,4.4,8.0
Mercedes-Benz,C-Class C280 4MATIC,2007,49626.0,Gasoline,228.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,White,–,,Yes,12000.0,228.0,3.0,6.0
Jeep,Compass High Altitude,2017,45000.0,Gasoline,172.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,At least 1 accident or damage reported,Yes,16500.0,172.0,2.4,4.0
Toyota,Highlander Hybrid XLE,2019,69350.0,Hybrid,306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,Automatic,Black,Gray,,Yes,36000.0,306.0,3.5,6.0
Bmw,X5 M Base,2022,8307.0,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,Automatic,Blue Metallic,Sakhir Orange,,,98900.0,,4.4,8.0
Bmw,M3 Base,2023,4106.0,Gasoline,3.0L I6 24V GDI DOHC Twin Turbo,Manual,Isle of Man Green Metallic,Kyalami Orange,,Yes,84645.0,,3.0,
Bmw,M3 Base,1999,184700.0,Gasoline,240.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,Manual,Blue,Gray,,Yes,36950.0,240.0,3.2,6.0
Maserati,Quattroporte S Q4 GranLusso,2018,57500.0,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Brown,,Yes,41900.0,424.0,3.0,6.0
Acura,RDX Advance Package,2021,29000.0,Gasoline,272.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,,Yes,39650.0,272.0,2.0,4.0
Mercedes-Benz,GLA-Class GLA 250 4MATIC,2015,61675.0,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Dual Clutch,Gray,Black,At least 1 accident or damage reported,Yes,19000.0,208.0,2.0,4.0
Mercedes-Benz,Sprinter 3500XD High Roof,2021,33300.0,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,Automatic,White,Black,,Yes,45000.0,188.0,3.0,6.0
Cadillac,XTS Luxury,2014,62950.0,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes,17498.0,304.0,3.6,6.0
Chevrolet,Camaro 2LT,2015,56675.0,Gasoline,323.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Dual Clutch,Silver,Black,,Yes,19750.0,323.0,3.6,6.0
Porsche,Cayenne S,2013,92000.0,Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Automatic,Green,Gray,,Yes,23000.0,400.0,4.8,8.0
Dodge,Magnum R/T,2005,96000.0,Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gold,At least 1 accident or damage reported,Yes,12000.0,340.0,5.7,8.0
Infiniti,Q70 3.7X,2014,33500.0,Gasoline,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,,Yes,23000.0,330.0,3.7,6.0
Land,Rover Range Rover SV Autobiography Dynamic SWB,2020,16754.0,Gasoline,557.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,White,White,,Yes,112000.0,557.0,5.0,8.0
Toyota,Camry Hybrid Base,2007,53249.0,Hybrid,147.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes,9250.0,147.0,2.4,4.0
Gmc,Acadia SLT-1,2016,119000.0,Gasoline,281.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Gold,Brown,,Yes,12500.0,281.0,3.6,6.0
Lincoln,Corsair Reserve,2021,29336.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Black,Sandstone,,,36999.0,,2.0,
Ram,2500 SLT,2017,86000.0,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes,41000.0,350.0,6.7,6.0
Ram,3500 Laramie,2014,177000.0,Diesel,385.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,Automatic,Black,–,At least 1 accident or damage reported,Yes,40500.0,385.0,6.7,6.0
Mercedes-Benz,GL-Class GL 450 4MATIC,2013,93500.0,Gasoline,362.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,15900.0,362.0,4.6,8.0
Bmw,M5 Base,2018,47700.0,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,White,At least 1 accident or damage reported,Yes,54999.0,600.0,4.4,8.0
Ford,Mustang SVT Cobra,2003,97496.0,Gasoline,390.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Manual,Gray,Gray,,,24500.0,390.0,4.6,8.0
Acura,ILX Premium Package,2022,16120.0,Gasoline,2.4L I4 16V GDI DOHC,Automatic,Gray,Ebony,,,26599.0,,2.4,
Buick,Rainier CXL,2005,147589.0,Gasoline,275.0HP 4.2L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,At least 1 accident or damage reported,Yes,2800.0,275.0,4.2,6.0
Cadillac,Escalade Luxury,2013,95570.0,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Automatic,Black,Black,At least 1 accident or damage reported,Yes,22000.0,403.0,6.2,8.0
Mercedes-Benz,S-Class S 560,2018,45791.0,Gasoline,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gray,,Yes,52000.0,463.0,4.0,8.0
Infiniti,QX80 Base,2016,60000.0,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Beige,At least 1 accident or damage reported,Yes,25950.0,400.0,5.6,8.0
Buick,Encore Preferred,2019,50000.0,Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,,Yes,18795.0,138.0,1.4,4.0
Mercedes-Benz,GLS 450 Base 4MATIC,2019,33481.0,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,Automatic,Black,Almond Beige,,,43999.0,,3.0,6.0
Jeep,Liberty Limited,2010,107000.0,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gray,,Yes,5900.0,210.0,3.7,6.0
Mercedes-Benz,S-Class S 63 AMG,2011,60000.0,Gasoline,536.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Dual Clutch,White,Black,At least 1 accident or damage reported,Yes,37000.0,536.0,5.5,8.0
Audi,A8 L 3.0T,2016,55000.0,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Brown,,Yes,28000.0,333.0,3.0,6.0
Mazda,CX-30 2.5 S Select Package,2022,4004.0,Gasoline,186.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,,Yes,25500.0,186.0,2.5,4.0
Bentley,Continental GT Speed,2009,57800.0,Gasoline,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,,,59400.0,600.0,6.0,12.0
Bentley,Continental GT V8,2022,10972.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Automatic,Red,Black,,Yes,217950.0,,4.0,8.0
Bentley,Flying Spur V8,2022,27858.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Automatic,–,–,,Yes,197750.0,,4.0,8.0
Porsche,911 Carrera 4S,2018,31678.0,Gasoline,3.0 Liter,,Silver,–,,,106798.0,,3.0,
Volkswagen,Golf R 4-Door,2016,47144.0,Gasoline,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,Blue,Black,,Yes,29950.0,292.0,2.0,4.0
Hyundai,Genesis Coupe 3.8 Grand Touring,2011,165454.0,Gasoline,306.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,4000.0,306.0,3.8,6.0
Ford,F-150 XLT,2018,98000.0,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,White,–,At least 1 accident or damage reported,Yes,25500.0,375.0,3.5,6.0
Hyundai,Tucson Limited,2020,39913.0,Gasoline,2.4L I4 16V GDI DOHC,Automatic,Black Noir Pearl,Beige,,,22749.0,,2.4,
Ford,Mustang V6,2013,147191.0,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,12990.0,305.0,3.7,6.0
Bmw,435 i,2014,53600.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,,Yes,25980.0,300.0,3.0,6.0
Dodge,Challenger R/T,2010,100100.0,,–,Dual Clutch,Purple,Black,,Yes,17000.0,,,
Mercedes-Benz,AMG G 63 Base,2020,1750.0,Gasoline,577.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,,Yes,199995.0,577.0,4.0,8.0
Dodge,Challenger SRT Hellcat,2020,2750.0,Gasoline,797.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Orange,Black,,Yes,104500.0,797.0,6.2,8.0
Porsche,Boxster Base,2013,40800.0,Gasoline,265.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Brown,Beige,,Yes,35500.0,265.0,2.7,6.0
Porsche,Macan Base,2018,36798.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Volcano Grey Metallic,Black,At least 1 accident or damage reported,Yes,49500.0,,2.0,
Ford,F-250 XL,2021,77699.0,Diesel,6.7L V8 32V DDI OHV Turbo Diesel,Automatic,White,Medium Earth Gray,,,49883.0,,6.7,8.0
Ford,Mustang GT,2010,87500.0,Gasoline,315.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,At least 1 accident or damage reported,Yes,14900.0,315.0,4.6,8.0
Chevrolet,Suburban LT,2020,93000.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,,Yes,38500.0,355.0,5.3,8.0
Mercedes-Benz,C-Class C 300 4MATIC,2018,41515.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Black,Black,,Yes,28251.0,,2.0,
Ram,1500 Classic Warlock,2019,19000.0,E85 Flex Fuel,3.6L V6 24V MPFI DOHC Flexible Fuel,Automatic,Diamond Black,Diesel Gray / Black,At least 1 accident or damage reported,,33242.0,,3.6,6.0
Toyota,Sequoia SR5,2023,1539.0,Hybrid,3.4L V6 24V PDI DOHC Twin Turbo Hybrid,Automatic,Green,Boulder,At least 1 accident or damage reported,Yes,76373.0,,3.4,6.0
Bmw,M5 Base,2018,31090.0,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Green,Black,At least 1 accident or damage reported,Yes,68000.0,600.0,4.4,8.0
Mazda,Mazda3 FWD w/Premium Package,2022,21701.0,Gasoline,2.5L I4 16V,Automatic,Soul Red Crystal Metallic,Black,,,25099.0,,2.5,
Nissan,Rogue SL,2016,97726.0,Gasoline,"2.5L I-4 DOHC, variable valve control, regular unleaded, engine",CVT,Gun Metallic,Charcoal,At least 1 accident or damage reported,,15998.0,,2.5,
Audi,A7 3.0T Prestige,2015,73000.0,Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,Automatic,White,Gray,,Yes,34000.0,240.0,3.0,6.0
Genesis,G80 3.8,2020,23600.0,Gasoline,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Gray,,Yes,31900.0,311.0,3.8,6.0
Rolls-Royce,Ghost Base,2016,8755.0,Gasoline,563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,,Yes,166900.0,563.0,6.6,12.0
Bmw,M6 Gran Coupe Base,2019,20500.0,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Dual Clutch,Blue,Black,,Yes,67900.0,560.0,4.4,8.0
Ford,Mustang V6,2013,57912.0,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Manual,Black,Black,At least 1 accident or damage reported,Yes,18750.0,305.0,3.7,6.0
Bmw,650 i,2009,35000.0,Gasoline,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,,Yes,18500.0,360.0,4.8,8.0
Nissan,Leaf SV PLUS,2023,7089.0,,214.0HP Electric Motor Electric Fuel System,Automatic,Black,Black,At least 1 accident or damage reported,Yes,29895.0,214.0,,
Lincoln,MKC Reserve,2019,35469.0,Gasoline,2.3L I4 16V GDI DOHC Turbo,Automatic,Black,–,,,30890.0,,2.3,
Kia,Telluride EX,2022,14676.0,Gasoline,3.8L V6 24V GDI DOHC,Automatic,Dark Moss,Gray,,,46787.0,,3.8,6.0
Lincoln,Navigator Reserve,2022,13750.0,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,,Yes,79999.0,440.0,3.5,6.0
Mercedes-Benz,S-Class S 550 4MATIC,2015,13300.0,Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,,Yes,62500.0,449.0,4.7,8.0
Chevrolet,Suburban LT,2017,117000.0,Gasoline,6.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,,Yes,27000.0,,6.0,8.0
Audi,A7 55 Premium,2020,27100.0,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,White,Black,,Yes,50000.0,335.0,3.0,6.0
Ford,Mustang EcoBoost Premium,2017,89352.0,Gasoline,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,20989.0,310.0,2.3,4.0
Chevrolet,Cruze LS,2018,100000.0,Gasoline,153.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,8500.0,153.0,1.4,4.0
Land,Rover Range Rover HSE SWB,2020,16000.0,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Silver,Black,,Yes,75500.0,395.0,3.0,6.0
Land,Rover Defender S,2023,15200.0,Gasoline,296.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,,Yes,62999.0,296.0,2.0,4.0
Bmw,650 i,2012,39960.0,Gasoline,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Manual,White,Brown,,Yes,38995.0,400.0,4.4,8.0
Ford,Mustang Base,2008,119000.0,Gasoline,210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,13500.0,210.0,4.0,6.0
Kia,K5 GT-Line,2022,10971.0,Gasoline,1.6L I4 16V GDI DOHC Turbo,Automatic,Passion Red,Black,,,29998.0,,1.6,
Mazda,Mazda3 i Touring,2014,118500.0,Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,Silver,Black,At least 1 accident or damage reported,Yes,11500.0,155.0,2.0,4.0
Kia,Stinger GT1,2021,8288.0,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,,Yes,45899.0,365.0,3.3,6.0
Chevrolet,Camaro ZL1,2023,2950.0,Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,Gray,,Yes,74500.0,650.0,6.2,8.0
Mercedes-Benz,AMG G 63 Base,2017,73000.0,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,78000.0,563.0,5.5,8.0
Ford,Thunderbird Premium,2005,82000.0,Gasoline,280.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,Dual Clutch,Gold,White,,Yes,14900.0,280.0,3.9,8.0
Audi,e-tron Prestige,2019,7874.0,,Electric,Automatic,Typhoon Gray Metallic,Pearl Beige,,,38999.0,,,
Gmc,Sierra 1500 SLT,2017,49105.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,,Yes,39750.0,420.0,6.2,8.0
Kia,Telluride LX,2023,5500.0,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,,Yes,40000.0,291.0,3.8,6.0
Chevrolet,Corvette Base,2005,36700.0,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Manual,Blue,Black,,Yes,26000.0,400.0,6.0,8.0
Bmw,650 i,2014,40000.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Dual Clutch,White,Beige,,Yes,34000.0,445.0,4.4,8.0
Nissan,Rogue SL,2017,78110.0,Gasoline,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,,,17500.0,170.0,2.5,4.0
Gmc,Acadia Denali,2015,74864.0,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Beige,,Yes,19780.0,288.0,3.6,6.0
Cadillac,Escalade Premium Luxury Platinum,2021,15350.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,,Yes,93500.0,420.0,6.2,8.0
Nissan,GT-R Premium,2010,46100.0,Gasoline,485.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,,Yes,72999.0,485.0,3.8,6.0
Toyota,Highlander XLE,2018,61454.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Gray,,Yes,31000.0,295.0,3.5,6.0
Bmw,X7 xDrive40i,2020,45241.0,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Brown,,Yes,54500.0,335.0,3.0,6.0
Infiniti,QX60 Base,2018,48000.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,Black,Black,,Yes,27000.0,295.0,3.5,6.0
Lexus,IS 250C Base,2010,68500.0,Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,Manual,Black,Beige,,Yes,18500.0,204.0,2.5,6.0
Gmc,Sierra 1500 Denali,2019,43433.0,Gasoline,5.3L V8 16V GDI OHV,Automatic,Onyx Black,Walnut,,,51899.0,,5.3,8.0
Chevrolet,SSR Base,2005,122961.0,Gasoline,6.0L V8 16V MPFI OHV,Automatic,Redline Red,Ebony,,Yes,20995.0,,6.0,8.0
Dodge,Challenger R/T,2014,92861.0,Gasoline,375.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Red,,Yes,19750.0,375.0,5.7,8.0
Hyundai,Equus Signature,2016,72000.0,Gasoline,429.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,,Yes,21400.0,429.0,5.0,8.0
Lamborghini,Aventador SVJ Base,2019,6929.0,Gasoline,759.0HP 6.5L 12 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,,Yes,649999.0,759.0,6.5,12.0
Ford,Mustang GT,2003,83000.0,Gasoline,260.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,,Yes,10500.0,260.0,4.6,8.0
Audi,e-tron Premium,2021,18031.0,,Electric,Automatic,Navarra Blue Metallic,Black,,,39599.0,,,
Toyota,Sequoia Limited,2023,8200.0,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,Automatic,Brown,Black,,Yes,78900.0,437.0,3.4,6.0
Land,Rover Range Rover Sport HST MHEV,2020,19000.0,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Dual Clutch,Silver,Black,,,74900.0,395.0,3.0,6.0
Jeep,Grand Cherokee L Limited,2022,12875.0,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Diamond Black,Global Black,,,42599.0,,3.6,6.0
Maserati,GranTurismo Sport,2015,32000.0,Gasoline,454.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Beige,Brown,,Yes,36000.0,454.0,4.7,8.0
Bmw,M5 Base,2013,61145.0,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,At least 1 accident or damage reported,Yes,37500.0,560.0,4.4,8.0
Mercedes-Benz,C-Class 4MATIC Sedan,2022,9612.0,Gasoline,"2L I-4 gasoline direct injection, DOHC, variable valve control,",Automatic,–,–,,,43900.0,,,
Land,Rover Range Rover Sport First Edition,2023,3534.0,Hybrid,4.4 Liter,Automatic,Red,Black,,,143998.0,,4.4,
Ford,F-150 Lariat,2011,152000.0,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Brown,Beige,,Yes,14000.0,365.0,3.5,6.0
Audi,A4 2.0T Premium,2012,129567.0,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,,Yes,7000.0,211.0,2.0,4.0
Bmw,540 i xDrive,2019,36000.0,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,41995.0,335.0,3.0,6.0
